movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Caddyshack,25/7/80,"Comedy,Sport",98,Harold Ramis,"writer,actor,producer",1944,2014,7.2,120429,6.065509923361865,6000000,39846344,39849764
Ready or Not,21/8/19,"Action,Comedy,Horror",95,-,-,-,-,6.8,156786,5.853206007896562,6000000,28714231,56785851
The Brothers,23/3/01,"Comedy,Drama,Romance",106,Gary Hardwick,"producer,writer,miscellaneous",\N,alive,6.3,4858,3.802732425066084,6000000,27457409,27958191
The Wrestler,17/12/08,"Drama,Sport",109,Darren Aronofsky,"producer,writer,director",1969,alive,7.9,309221,7.216138972126906,6000000,26238243,46634275
Do the Right Thing,30/6/89,"Comedy,Drama",120,Spike Lee,"director,producer,writer",1957,alive,7.9,104041,6.583007430903694,6000000,26004026,26051502
Escape from New York,10/7/81,"Action,Adventure,Sci-Fi",99,John Carpenter,"soundtrack,writer,composer",1948,alive,7.1,146045,6.080179683705046,6000000,25244700,25275289
The Wood,16/7/99,"Comedy,Drama,Romance",106,Rick Famuyiwa,"producer,director,writer",1973,alive,7,9666,4.594237259211428,6000000,25059640,25059640
The Usual Suspects,16/8/95,"Crime,Drama,Mystery",106,Bryan Singer,"producer,director,actor",1965,alive,8.5,1091417,8.562937166,6000000,23341568,34449356
Chinatown,21/6/74,"Drama,Mystery,Thriller",130,Roman Polanski,"director,actor,writer",1933,alive,8.2,330469,7.535270058273946,6000000,23169837,23169837
Booksmart,24/5/19,Comedy,102,Olivia Wilde,"actress,producer,director",1984,alive,7.1,121905,5.985799280947937,6000000,22680962,24948141
Duel in the Sun,31/12/46,"Drama,Romance,Western",146,-,-,-,-,6.8,8946,4.420478716215078,6000000,20400000,20400000
Unplanned,29/3/19,"Biography,Drama",109,-,-,-,-,5.5,14156,3.7358974568749916,6000000,19005109,21413603
Best in Show,27/9/00,Comedy,90,Christopher Guest,"actor,writer,soundtrack",1948,alive,7.4,63501,5.889203995839906,6000000,18621249,20695413
The Last King of Scotland,27/9/06,"Biography,Drama,History",123,Kevin Macdonald,"director,producer,writer",1967,alive,7.6,188564,6.660525880473579,6000000,17606684,49155371
A Mighty Wind,16/4/03,"Comedy,Music",91,Christopher Guest,"actor,writer,soundtrack",1948,alive,7.2,28544,5.302887999859064,6000000,17583468,18504539
The Prodigy,8/2/19,"Fantasy,Horror,Mystery",92,Nicholas McCarthy,"writer,director,soundtrack",\N,alive,5.9,27043,4.298170590007869,6000000,14856291,22413145
The Possession of Hannah Grace,28/11/18,"Horror,Mystery,Thriller",86,Diederik Van Rooijen,"director,writer,camera_department",\N,alive,5.2,23726,3.722512902,6000000,14836174,42873730
School Daze,12/2/88,"Comedy,Drama,Musical",121,Spike Lee,"director,producer,writer",1957,alive,6.1,7579,3.877435106917323,6000000,14545844,14545844
Daddy Day Camp,8/8/07,"Comedy,Family",89,Fred Savage,"actor,director,producer",1976,alive,3.2,17167,2.1638893782734017,6000000,13235267,18209872
Mystic Pizza,21/10/88,"Comedy,Drama,Romance",104,Donald Petrie,"director,actor,producer",1954,alive,6.3,30178,4.649351065149064,6000000,12793213,12793213
War and Peace,21/8/56,"Drama,Romance,War",208,King Vidor,"director,writer,producer",1894,1982,6.7,10273,4.4217146431638685,6000000,12500000,12526685
Sliding Doors,24/4/98,"Comedy,Drama,Fantasy",99,Peter Howitt,"actor,director,writer",1957,alive,6.7,68374,5.356094300305365,6000000,11911200,58809149
Tales from the Hood,24/5/95,"Crime,Drama,Horror",98,Rusty Cundieff,"director,actor,producer",1960,alive,6.5,8741,4.208555145338842,6000000,11784569,11784569
Halloween 5: The Revenge of Michael Myers,13/10/89,"Horror,Thriller",96,Dominique Othenin-Girard,"director,writer,assistant_director",1958,alive,4.9,43894,3.721939904635261,6000000,11642254,11642254
The Words,7/9/12,"Drama,Mystery,Romance",102,-,-,-,-,7,79216,5.677626600281331,6000000,11494838,16369708
The Lady in the Van,13/11/15,"Biography,Comedy,Drama",104,Nicholas Hytner,"miscellaneous,director,producer",1956,alive,6.7,30011,4.950182549517174,6000000,10021175,42320503
Freaky,12/11/20,"Comedy,Horror,Thriller",102,Christopher Landon,"writer,producer,director",1975,alive,6.3,61322,4.9780007663812516,6000000,9030855,18073433
Pollock,15/12/00,"Biography,Drama",122,Ed Harris,"actor,producer,director",1950,alive,7,28657,5.153958500909147,6000000,8596914,10557291
200 Cigarettes,26/2/99,"Comedy,Drama,Romance",101,Risa Bramon Garcia,"casting_director,casting_department,director",1956,alive,5.9,15826,4.065594792166601,6000000,6852450,6852450
Unbroken: Path to Redemption,14/9/18,"Biography,Drama,History",98,Harold Cronk,"director,producer,writer",\N,alive,5.8,3275,3.3221999977052006,6000000,6216897,6216897
Casa de mi Padre,16/3/12,"Comedy,Western",85,Matt Piedmont,"writer,director,producer",\N,alive,5.5,21225,3.8998026460877524,6000000,5909483,8446952
The Guard,29/7/11,"Comedy,Crime,Thriller",96,John Michael McDonagh,"writer,director,producer",1967,alive,7.3,90382,5.997428704148585,6000000,5359774,21197454
College,29/8/08,Comedy,94,Deb Hagan,"director,producer,miscellaneous",\N,alive,4.5,12512,2.9918015556776743,6000000,4694491,6176114
Little Voice,4/12/98,"Comedy,Drama,Music",97,Mark Herman,"writer,director,producer",1954,alive,7,16730,4.876774652689563,6000000,4595000,21787233
Miss March,13/3/09,"Comedy,Romance",90,-,-,-,-,5,21713,3.541653024296857,6000000,4543320,4713059
Simply Irresistible,5/2/99,"Comedy,Drama,Fantasy",96,Mark Tarlov,"producer,director",\N,2021,5.2,14312,3.529123675118479,6000000,4398989,4398989
Wish I Was Here,18/7/14,"Comedy,Drama",106,Zach Braff,"actor,producer,director",1975,alive,6.6,38442,4.994558621742559,6000000,3591299,6591365
"Juliet, Naked",17/8/18,"Comedy,Drama,Music",97,Jesse Peretz,-,1968,alive,6.6,23288,4.751172061682035,6000000,3444895,5767158
Venus,21/12/06,"Comedy,Drama,Romance",95,Roger Michell,"director,writer,producer",1956,2021,7.1,13167,4.823220677545159,6000000,3347411,7818479
Veronica Mars,14/3/14,"Crime,Drama,Mystery",107,Rob Thomas,"producer,writer,director",1965,alive,6.7,53270,5.2330436723692175,6000000,3322127,3485383
Only the Strong,1/1/93,"Action,Drama",99,Sheldon Lettich,"writer,director,producer",1951,alive,6.5,6438,4.062306736052015,6000000,3273588,3273588
Hedwig and the Angry Inch,20/7/01,"Comedy,Drama,Music",95,John Cameron Mitchell,"actor,soundtrack,writer",1963,alive,7.7,36168,5.814411989956463,6000000,3067312,3740030
Shattered Glass,31/10/03,"Drama,History",94,Billy Ray,"writer,producer,director",\N,alive,7.2,36128,5.4277062621736825,6000000,2207975,3456602
The Father,25/12/20,"Drama,Mystery",97,Florian Zeller,"writer,director,actor",1979,alive,8.2,158809,7.093153824818547,6000000,2120992,36427155
The Wackness,3/7/08,"Comedy,Drama,Romance",99,Jonathan Levine,"producer,director,writer",\N,alive,6.9,30910,5.116868602697922,6000000,2077046,3330012
Novocaine,16/11/01,"Comedy,Crime,Drama",95,David Atkins,"writer,producer,director",\N,alive,5.8,11357,3.852852681391765,6000000,2025238,2522928
Polytechnique,6/2/09,"Crime,Drama,History",77,Denis Villeneuve,"director,writer,editor",1967,alive,7.2,17203,5.034646925637544,6000000,1418304,1418304
Snow Flower and the Secret Fan,15/7/11,"Drama,History",104,Wayne Wang,"director,producer,writer",1949,alive,6.1,3855,3.5740362316870162,6000000,1348205,11348205
Mandy,14/9/18,"Action,Fantasy,Horror",121,Panos Cosmatos,"writer,director,producer",\N,alive,6.5,81513,5.276335557830212,6000000,1233694,1474224
The Business of Strangers,7/12/01,"Drama,Thriller",84,Patrick Stettner,"director,writer,editor",\N,alive,6.3,3762,3.684220643331951,6000000,1030920,1290920
Beastmaster 2: Through the Portal of Time,30/8/91,"Action,Adventure,Fantasy",107,Sylvio Tabet,"producer,miscellaneous,director",1938,alive,4.1,3404,2.3214662766445895,6000000,773490,773490
The Wild Bunch,18/6/69,"Action,Adventure,Western",145,Sam Peckinpah,"writer,director,producer",1925,1984,7.9,85967,6.472093689057848,6000000,509424,509424
Morvern Callar,20/12/02,Drama,97,Lynne Ramsay,"director,writer,producer",1969,alive,6.7,10417,4.428576547478345,6000000,267194,267194
The Flower of Evil,10/10/03,"Drama,Thriller",104,Claude Chabrol,"director,writer,actor",1930,2010,6.4,3401,3.697289843933038,6000000,181798,181798
Come Early Morning,10/11/06,"Drama,Romance",97,Joey Lauren Adams,"actress,soundtrack,director",1968,alive,6.2,2733,3.4778803342431717,6000000,119452,119452
Beasts of No Nation,16/10/15,"Drama,War",137,Cary Joji Fukunaga,"producer,director,writer",1977,alive,7.7,82823,6.283798235801821,6000000,90777,90777
Deadfall,9/11/12,"Crime,Drama,Thriller",95,Stefan Ruzowitzky,"director,writer,producer",1961,alive,6.2,39856,4.700346242336096,6000000,66351,1673635
Lucky Break,24/8/01,"Comedy,Crime,Romance",107,Peter Cattaneo,"director,writer,producer",1964,alive,6.2,2239,3.386934338148684,6000000,54606,4316497
"Surfer, Dude",5/9/08,Comedy,85,S.R. Bindler,"cinematographer,editor,producer",1970,alive,4.6,8903,2.946042618258202,6000000,36497,36497
Videodrome,4/2/83,"Horror,Sci-Fi,Thriller",87,David Cronenberg,"actor,director,writer",1943,alive,7.2,95742,5.943985661600449,5952000,2120439,2120439
Emma,2/8/96,"Comedy,Drama,Romance",120,Douglas McGrath,"writer,actor,director",1958,2022,6.6,39910,5.012756953204905,5900000,22231658,37831658
Planet of the Apes,8/2/68,"Adventure,Sci-Fi",112,Franklin J. Schaffner,"director,producer,actor",1920,1989,8,182587,6.9990589930146605,5800000,33395426,33398936
Winter in Wartime,27/11/08,"Drama,History,War",103,Martin Koolhoven,"writer,director,actor",1969,alive,7,13084,4.750174436100566,5800000,542860,9662214
Foolproof,3/10/03,"Action,Comedy,Crime",94,William Phillips,"director,writer,miscellaneous",\N,alive,6.4,10657,4.235104945494124,5800000,230312,421021
Trade of Innocents,5/10/12,"Drama,Thriller",88,Christopher M. Bessette,"writer,director,producer",\N,alive,5.4,986,2.6070588845809297,5800000,15091,15091
Crossover,1/9/06,"Action,Sport",95,Preston A. Whitmore II,"writer,producer,director",1962,alive,2.1,9226,1.2787926059653456,5600000,7009668,7009668
Sunshine State,21/6/02,"Drama,Romance",141,John Sayles,"writer,actor,director",1950,alive,6.8,4135,4.034379384130482,5600000,3064356,3281898
Standing Ovation,16/7/10,Musical,105,Stewart Raffill,"director,miscellaneous,writer",1942,alive,3,817,1.348275270252538,5600000,531806,531806
Khiladi 786,7/12/12,"Action,Comedy,Romance",141,Ashish R. Mohan,"assistant_director,actor,casting_director",\N,alive,4.3,7368,2.6854408247929022,5600000,385422,14683763
The Sting,25/12/73,"Comedy,Crime,Drama",129,George Roy Hill,"director,actor,writer",1921,2002,8.3,265764,7.495703010166382,5500000,159616327,159616327
Chariots of Fire,25/9/81,"Biography,Drama,Sport",125,Hugh Hudson,"director,producer,writer",1936,alive,7.1,62047,5.6330078499743665,5500000,61558162,61910507
Diary of a Mad Black Woman,25/2/05,"Comedy,Drama,Romance",116,Darren Grant,"director,producer,miscellaneous",\N,alive,5.7,15067,3.902697972073839,5500000,50406346,50458356
Shine,15/8/96,"Biography,Drama,Music",105,Scott Hicks,"director,writer,assistant_director",1953,alive,7.6,54835,5.969889181414322,5500000,35811509,36675932
Don Jon,27/9/13,"Comedy,Drama,Romance",90,Joseph Gordon-Levitt,"actor,producer,soundtrack",1981,alive,6.5,241647,5.796044333560505,5500000,24477704,41268579
Show Dogs,11/5/18,"Adventure,Comedy,Crime",92,Raja Gosnell,"editor,director,editorial_department",1958,alive,3.9,4848,2.303260659617104,5500000,17744685,40014998
High Plains Drifter,22/8/73,"Drama,Mystery,Western",105,Clint Eastwood,"actor,producer,director",1930,alive,7.4,59343,5.852332646425204,5500000,15700000,15700000
Hell Fest,27/9/18,"Horror,Thriller",89,Gregory Plotkin,"editorial_department,editor,producer",\N,alive,5.5,17858,3.829905950585532,5500000,11107431,18294883
Mambo Italiano,6/6/03,"Comedy,Drama,Romance",88,Émile Gaudreault,"writer,director,producer",1964,alive,6.7,6765,4.2157800956510245,5500000,9282750,12399772
Loving Vincent,12/7/17,"Animation,Drama,Mystery",94,-,-,-,-,7.8,59201,6.174425958091511,5500000,6735118,44071758
Ghost World,20/7/01,"Comedy,Drama",111,Terry Zwigoff,"director,writer,producer",1949,alive,7.3,122423,6.160404243,5500000,6217849,8761608
Iris,14/12/01,"Biography,Drama,Romance",91,Richard Eyre,"director,producer,miscellaneous",1943,alive,7,18571,4.930542154019737,5500000,5580479,5692941
Galaxina,6/6/80,"Comedy,Sci-Fi",95,William Sachs,"director,writer,producer",1942,alive,3.6,3174,2.0037539849055213,5500000,4865000,4865000
Wonderland,3/10/03,"Crime,Drama,Mystery",104,James Cox,"director,writer,producer",1975,alive,6.5,22622,4.663310965393691,5500000,1060512,1128468
Le Havre,21/10/11,"Comedy,Drama",93,Aki Kaurismäki,"producer,writer,director",1957,alive,7.2,22140,5.168301638162866,5500000,611709,13480196
Berlin Syndrome,21/4/17,"Drama,Horror,Mystery",116,Cate Shortland,"director,writer,miscellaneous",1968,alive,6.3,26012,4.580492290744217,5500000,28660,788191
Salvation Boulevard,15/7/11,"Comedy,Crime,Drama",96,George Ratliff,"director,writer,producer",1968,alive,5.3,4698,3.1651395476439226,5500000,28468,28468
47 Meters Down,26/5/17,"Adventure,Drama,Horror",89,Johannes Roberts,"director,writer,producer",1976,alive,5.6,56670,4.377736092170595,5300000,44307193,62633705
Rang De Basanti,27/1/06,"Comedy,Crime,Drama",167,Rakeysh Omprakash Mehra,"producer,director,writer",1963,alive,8.1,119787,6.836991755985217,5300000,2197694,29197694
The Ten,3/8/07,"Comedy,Romance",96,David Wain,"writer,actor,producer",1969,alive,4.9,16770,3.3750545325305725,5250000,769726,786677
Wilson,1/8/44,"Biography,Drama,History",154,Henry King,"actor,director,producer",1886,1982,6.4,1607,3.344270443405104,5200000,2000000,2000000
Dum Maaro Dum,22/4/11,"Action,Crime,Drama",128,Rohan Sippy,"director,producer,writer",\N,alive,6.2,4101,3.6630064496957986,5200000,564489,11633427
Somewhere in Time,3/10/80,"Drama,Fantasy,Romance",103,Jeannot Szwarc,"director,producer,writer",1939,alive,7.2,30295,5.334426603028675,5100000,9709597,9709597
My Big Fat Greek Wedding,19/4/02,"Comedy,Drama,Romance",95,Joel Zwick,"director,producer,actor",1942,alive,6.6,134683,5.603385452141079,5000000,241438208,374890034
Get Out,24/2/17,"Horror,Mystery,Thriller",104,Jordan Peele,"actor,writer,producer",1979,alive,7.7,622260,7.426288683102728,5000000,175837935,252297405
Paranormal Activity 3,21/10/11,"Horror,Mystery",83,-,-,-,-,5.8,96413,4.765557588955641,5000000,104028807,207039844
Saw II,28/10/05,"Horror,Mystery",93,Darren Lynn Bousman,"director,producer,writer",1979,alive,6.6,256589,5.916376955799944,5000000,87025093,152925093
Lights Out,21/7/16,"Horror,Mystery",81,David F. Sandberg,"director,writer,producer",1981,alive,6.3,132577,5.335388646760887,5000000,67268835,148806510
The Visit,10/9/15,"Comedy,Romance,Thriller",130,Oyefunke Fayoyin,"director,producer,writer",\N,alive,6.2,5,0.6023413393728506,5000000,65206105,98677816
The Visit,10/9/15,"Horror,Mystery,Thriller",94,M. Night Shyamalan,"producer,director,writer",1970,alive,6.2,137640,5.265703578,5000000,65206105,98677816
The Visit,10/9/15,Documentary,83,Michael Madsen,"director,writer,cinematographer",1971,alive,5.9,737,2.7343087995781143,5000000,65206105,98677816
Happy Death Day,11/10/17,"Comedy,Horror,Mystery",96,Christopher Landon,"writer,producer,director",1975,alive,6.6,146734,5.644999811295803,5000000,55683845,125010260
Paranormal Activity 4,17/10/12,"Horror,Mystery",88,-,-,-,-,4.6,67577,3.632030721039354,5000000,53900335,142817992
Ouija,24/10/14,"Horror,Mystery,Thriller",89,Stiles White,"writer,producer,special_effects",\N,alive,4.5,53961,3.4757108722905548,5000000,50856010,103300632
The Gift,6/8/15,"Drama,Mystery,Thriller",108,Joel Edgerton,"actor,writer,producer",1974,alive,7,161295,6.043839055521457,5000000,43787265,58978477
The Big Sick,23/6/17,"Comedy,Drama,Romance",120,Michael Showalter,"writer,producer,actor",1970,alive,7.5,137533,6.397015113097643,5000000,42872467,56868677
The Return of the Pink Panther,16/5/75,"Comedy,Crime,Mystery",113,Blake Edwards,"writer,producer,director",1922,2010,7,27968,5.141424453805826,5000000,41833347,41833347
The Robe,16/9/53,"Drama,History,Romance",135,Henry Koster,"director,writer,producer",1905,1988,6.7,10760,4.444546488368506,5000000,36000000,36010887
Overcomer,22/8/19,"Drama,Family,Sport",119,Alex Kendrick,"actor,writer,producer",1970,alive,6.6,5141,4.0175872923422915,5000000,34700142,38102988
Monster,24/12/03,"Biography,Crime,Drama",109,Patty Jenkins,"director,writer,producer",1971,alive,7.3,154056,6.283847626,5000000,34469210,64200321
Paranormal Activity: The Marked Ones,3/1/14,"Horror,Mystery",84,Christopher Landon,"writer,producer,director",1975,alive,5,43632,3.798385846343625,5000000,32462372,90904854
"20,000 Leagues Under the Sea",23/12/54,"Adventure,Drama,Family",127,Richard Fleischer,"director,producer,writer",1916,2006,7.2,34770,5.407410178529397,5000000,28200000,28200000
Dallas Buyers Club,1/11/13,"Biography,Drama",117,Jean-Marc Vallée,"director,editor,producer",1963,2021,7.9,493461,7.487804866807972,5000000,27298285,60611845
No Escape,26/8/15,"Action,Thriller",103,John Erick Dowdle,"writer,director,producer",1972,alive,6.7,87868,5.479748173976599,5000000,27288872,42844516
The Elephant Man,3/10/80,"Biography,Drama",124,David Lynch,"writer,director,producer",1946,alive,8.2,244301,7.353001244912415,5000000,26010864,26024614
The Lazarus Effect,26/2/15,"Horror,Mystery,Sci-Fi",83,David Gelb,"producer,writer,director",1983,alive,5.2,44493,3.9630706544807675,5000000,25801570,38359310
Our Idiot Brother,26/8/11,"Comedy,Drama",90,Jesse Peretz,-,1968,alive,6.4,88870,5.233822816734714,5000000,24814830,25861249
The Strangers: Prey at Night,9/3/18,Horror,85,Johannes Roberts,"director,writer,producer",1976,alive,5.2,32071,3.8378182975850845,5000000,24431472,32144262
Clerks II,21/7/06,Comedy,97,Kevin Smith,"producer,actor,writer",1970,alive,7.3,137224,6.221704533,5000000,24148068,27342246
The Players Club,8/4/98,"Comedy,Drama",104,Ice Cube,"music_artist,soundtrack,actor",1969,alive,5.8,6999,3.6462840716157467,5000000,23047939,23047939
Billy Elliot,13/10/00,"Drama,Music",110,Stephen Daldry,"producer,director,miscellaneous",1960,alive,7.7,136827,6.568201962511905,5000000,21995263,109252972
The Way Way Back,5/7/13,"Comedy,Drama",103,-,-,-,-,7.4,152124,6.364862467783529,5000000,21502690,26853810
"As Above, So Below",29/8/14,"Horror,Mystery,Thriller",93,John Erick Dowdle,"writer,director,producer",1972,alive,6.2,97877,5.110183042184145,5000000,21222315,41824066
The Apostle,17/12/97,Drama,134,Robert Duvall,"actor,producer,soundtrack",1931,alive,7.2,14392,4.940135203518338,5000000,20733485,21277770
House Party 2,23/10/91,"Comedy,Drama,Music",94,-,-,-,-,5.3,6782,3.3083031738889983,5000000,19438638,19438638
Doug's 1st Movie,26/3/99,"Adventure,Animation,Comedy",77,Maurice Joyce,"animation_department,director,art_department",1969,alive,4.9,3375,2.7970734631633967,5000000,19421271,19421271
Race,19/2/16,"Biography,Drama,Sport",134,Stephen Hopkins,"producer,director,miscellaneous",1958,alive,7.1,38410,5.382486286,5000000,19115191,23745772
Mommie Dearest,18/9/81,"Biography,Drama",129,Frank Perry,"director,producer,actor",1930,1995,6.6,16812,4.592943009061346,5000000,19032000,25032000
Halloween 4: The Return of Michael Myers,1/10/88,"Horror,Thriller",88,Dwight H. Little,"director,writer,producer",1956,alive,5.8,54820,4.524628682053861,5000000,17768757,17768757
Apollo 18,2/9/11,"Horror,Mystery,Sci-Fi",86,Gonzalo López-Gallego,"director,editor,assistant_director",\N,alive,5.2,56271,4.052921052115593,5000000,17686929,26517819
"Paul, Apostle of Christ",22/3/18,"Adventure,Biography,Drama",108,Andrew Hyatt,"writer,director,miscellaneous",1982,alive,6.6,8871,4.282499098599665,5000000,17547999,26078500
Addicted,10/10/14,"Drama,Romance,Thriller",106,Bille Woodruff,"director,producer,cinematographer",\N,alive,5,11354,3.303144243189876,5000000,17390770,17499242
Gretel & Hansel,30/1/20,"Fantasy,Horror,Mystery",87,Oz Perkins,"actor,writer,director",1974,alive,5.5,31688,4.0619747276216085,5000000,15347654,22052456
Halloween: The Curse of Michael Myers,29/9/95,"Horror,Thriller",87,Joe Chappelle,"producer,director,assistant_director",\N,alive,4.7,38998,3.5237460466218193,5000000,15126948,15126948
The Egyptian,24/8/54,Drama,139,Michael Curtiz,"director,writer,actor",1886,1962,6.5,4161,3.853573723645134,5000000,15000000,15000000
Eve's Bayou,7/11/97,Drama,108,Kasi Lemmons,"actress,director,producer",1961,alive,7.2,10638,4.780026373894438,5000000,14843425,14843425
Nighthawks,10/4/81,"Action,Crime,Thriller",99,-,-,-,-,6.3,20380,4.467390823788421,5000000,14600000,19600000
Friday the 13th Part VIII: Jason Takes Manhattan,28/7/89,"Adventure,Horror,Thriller",100,Rob Hedden,"writer,director,producer",1954,alive,4.5,39601,3.3732698827495518,5000000,14343976,14343976
It Comes at Night,9/6/17,"Drama,Horror,Mystery",91,Trey Edward Shults,"director,writer,editor",\N,alive,6.2,96211,5.10235164,5000000,13985117,19720203
Shaun of the Dead,24/9/04,"Comedy,Horror",99,Edgar Wright,"director,writer,actor",1974,alive,7.9,563661,7.565115556572888,5000000,13542874,29832586
The Haunting of Molly Hartley,31/10/08,"Drama,Horror,Thriller",85,Mickey Liddell,"producer,miscellaneous,director",\N,alive,3.9,9906,2.5083026915035065,5000000,13442412,15318257
Lone Star,21/6/96,"Drama,Mystery,Western",135,John Sayles,"writer,actor,director",1950,alive,7.4,30336,5.487003378735751,5000000,12961389,12961389
April Fool's Day,27/3/86,"Horror,Mystery",89,Fred Walton,"director,writer,actor",\N,alive,6.1,17146,4.243834695,5000000,12947763,12947763
Diner,2/4/82,"Comedy,Drama",110,Barry Levinson,"producer,writer,director",1942,alive,7.1,21591,5.081572003550548,5000000,12592907,12592907
Before I Fall,3/3/17,"Drama,Fantasy,Mystery",98,Ry Russo-Young,"director,actress,producer",\N,alive,6.4,53771,4.9972333966854805,5000000,12241072,18945682
Lone Wolf McQuade,15/4/83,"Action,Crime,Drama",107,Steve Carver,"director,producer,cinematographer",1945,2021,6.3,12879,4.254654133022965,5000000,12232628,12232628
Fifty Shades of Black,28/1/16,Comedy,92,Michael Tiddes,"director,producer,miscellaneous",\N,alive,3.5,21984,2.442802580373279,5000000,11686940,22113075
Solomon and Sheba,1/1/59,"Drama,History,Romance",141,King Vidor,"director,writer,producer",1894,1982,6.1,3496,3.530164545210167,5000000,11000000,11016959
The Beastmaster,20/8/82,"Action,Adventure,Fantasy",118,Don Coscarelli,"writer,director,producer",1954,alive,6.2,23836,4.465842491993716,5000000,10751126,10751126
Not Easily Broken,9/1/09,"Drama,Romance",99,Bill Duke,"actor,director,producer",1943,alive,6,3069,3.4126251217728902,5000000,10572742,10732909
Black Christmas,13/12/19,"Horror,Mystery,Thriller",92,Sophia Takal,"actress,producer,director",\N,alive,3.5,17292,2.3809812282587877,5000000,10429730,18526087
Win Win,18/3/11,"Comedy,Drama,Sport",106,Tom McCarthy,"actor,producer,writer",1966,alive,7.1,54267,5.5630211153023215,5000000,10179275,11869063
The Perfect Match,11/3/16,"Comedy,Romance",96,Bille Woodruff,"director,producer,cinematographer",\N,alive,4.9,4198,2.8757431353770584,5000000,9669521,10182050
Digimon: The Movie,6/10/00,"Action,Adventure,Animation",82,-,-,-,-,6,7568,3.811068290398802,5000000,9628751,16628751
Saved!,28/5/04,"Comedy,Drama",92,Brian Dannelly,"producer,director,writer",\N,alive,6.7,47281,5.174251714506731,5000000,8886160,10206551
Robin and Marian,11/3/76,"Adventure,Drama,Romance",106,Richard Lester,"director,producer,writer",1932,alive,6.5,13214,4.406188141231062,5000000,8000000,8000000
Force 10 from Navarone,22/12/78,"Action,Drama,War",118,Guy Hamilton,"director,assistant_director,writer",1922,2016,6.4,18613,4.497688373842289,5000000,7100000,7100000
The Forsaken,27/4/01,"Action,Horror,Thriller",90,J.S. Cardone,"writer,producer,director",1946,alive,5.3,8868,3.4128783596932384,5000000,6755271,6755271
Jexi,11/10/19,"Comedy,Romance,Sci-Fi",84,-,-,-,-,6,28671,4.399061630503439,5000000,6546159,10601127
Fahrenheit 11/9,21/9/18,Documentary,128,Michael Moore,"director,producer,writer",1954,alive,7.1,19741,5.034777507622912,5000000,6352306,6653715
UHF,21/7/89,"Comedy,Sci-Fi",97,Jay Levey,"producer,director,miscellaneous",\N,alive,6.9,29593,5.094763761226383,5000000,6157157,6157157
Captain Fantastic,8/7/16,"Comedy,Drama",118,Matt Ross,"actor,director,writer",1970,alive,7.8,221884,6.932653171447505,5000000,5879835,21340234
Slums of Beverly Hills,14/8/98,"Comedy,Drama",91,Tamara Jenkins,"director,writer,actress",1962,alive,6.6,13416,4.483370832446728,5000000,5502773,5502773
Made,13/7/01,"Comedy,Crime,Drama",95,Jon Favreau,"producer,actor,director",1966,alive,6.3,18806,4.430133735202822,5000000,5308707,5476060
Moon,12/6/09,"Drama,Mystery,Sci-Fi",97,Duncan Jones,"director,writer,producer",1971,alive,7.8,362740,7.214736157759868,5000000,5010163,10676073
90 Minutes in Heaven,11/9/15,Drama,121,Michael Polish,"director,producer,writer",1970,alive,4.8,4047,2.801427014920618,5000000,4816142,4816142
Incarnate,2/12/16,"Horror,Thriller",87,Brad Peyton,"writer,producer,director",1978,alive,5.3,13443,3.5751003346146835,5000000,4799774,9371036
Eddie and the Cruisers,23/9/83,"Drama,Music,Mystery",95,Martin Davidson,"director,writer,producer",1939,alive,6.9,7770,4.415875522,5000000,4685097,4685097
Keeping Up with the Steins,12/5/06,Comedy,90,Scott Marshall,"actor,director,assistant_director",1969,alive,5.4,3258,3.0819233892166995,5000000,4339241,4414753
The Sweet Hereafter,10/10/97,Drama,112,Atom Egoyan,"director,writer,producer",1960,alive,7.5,35640,5.651849128526456,5000000,4306697,7951247
Bottle Shock,6/8/08,"Comedy,Drama",110,Randall Miller,"director,actor,writer",\N,alive,6.8,16988,4.741328297690879,5000000,4078607,4815890
My Old Lady,10/9/14,"Comedy,Drama,Romance",107,Israel Horovitz,"writer,actor,producer",1939,2020,6.4,9519,4.181929737815184,5000000,4011530,15220308
Jekyll and Hyde... Together Again,27/8/82,"Comedy,Music,Sci-Fi",87,Jerry Belson,"writer,producer,miscellaneous",1938,2006,6,1295,3.031723422797249,5000000,3707583,3707583
Table 19,3/3/17,"Comedy,Drama,Romance",87,Jeffrey Blitz,"producer,director,writer",1969,alive,5.8,29359,4.258151120638519,5000000,3614896,4620399
The Beach Bum,21/3/19,Comedy,95,Harmony Korine,"director,writer,actor",1973,alive,5.5,23161,3.935125721892651,5000000,3502600,4267808
Heavenly Creatures,16/11/94,"Biography,Crime,Drama",99,Peter Jackson,"producer,director,writer",1961,alive,7.3,64684,5.817752565,5000000,3046086,5438120
The Other Side of the Door,24/2/16,"Horror,Thriller",96,Johannes Roberts,"director,writer,producer",1976,alive,5.3,18515,3.6999315424039554,5000000,3000342,12905107
Kill the Messenger,10/10/14,"Biography,Crime,Drama",112,Michael Cuesta,"producer,director,writer",1963,alive,6.9,47414,5.33406823,5000000,2450846,6656705
Rabbit Hole,17/12/10,Drama,91,John Cameron Mitchell,"actor,soundtrack,writer",1963,alive,7,49968,5.440305084868472,5000000,2229058,6205034
